"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05161","Hepatitis B","134/5851","162/8662",8.98687086774482e-06,6.6033964202125e-05,3.51660164390015e-05,"IFNA16/EGR3/IFNA7/CREBBP/MMP9/YWHAZ/IFNA10/CREB5/E2F1/E2F2/AKT3/JAK2/TNF/ATF6B/CCNE1/EP300/TICAM2/IFNB1/IFNA21/MAPK8/MAP2K1/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/IFNA6/IFNA13/TLR4/PRKCB/MAP3K1/PIK3CA/SLC10A1/MYC/FADD/TICAM1/NRAS/HSPG2/CASP8/IFIH1/TP53/MAP2K3/STAT3/FASLG/JUN/RB1/NFATC2/TAB1/HRAS/BID/NFATC1/MAPK12/ELK1/CCNA1/TGFBR2/NFATC3/SMAD4/MAP2K4/CREB3L1/IKBKB/TGFB2/STAT4/MAPK9/BAD/DDB1/DDX3X/PRKCG/TLR3/PIK3R1/TRAF3/CHUK/MAP2K2/APAF1/MAP3K7/BRAF/JAK3/CREB3L2/TYK2/STAT5B/IKBKE/IRAK4/STAT2/TRAF6/RELA/SOS1/DDB2/RAF1/PIK3R3/CASP10/MAP2K6/PIK3CD/JAK1/NFATC4/SRC/MAPK1/FOS/IRF7/MAPK11/PCNA/PTK2B/CYCS/MAVS/PRKCA/ATF4/CCNA2/MAPK10/PIK3CB/SOS2/PIK3R2/YWHAB/MAPK13/CCNE2/EGR2/TGFB1/FAS/STAT6/BIRC5/IFNA4/NFKB1/CASP3/TBK1/CREB3L3/TAB2/TGFBR1/AKT1/SMAD3/BAX/MAPK14/TLR2/AKT2/KRAS/CREB1/STAT1/YWHAQ",134
"hsa04976","Bile secretion","78/5851","89/8662",1.00231570948676e-05,7.19566627535481e-05,3.8320116259286e-05,"SCT/SLC10A2/UGT2B10/UGT2B7/ADCY1/CYP7A1/SLC51B/ABCB1/UGT1A9/UGT1A1/UGT2B17/ABCC2/SLC10A1/SLCO1B1/ADCY6/CFTR/UGT2B4/SULT2A1/UGT1A8/UGT1A5/UGT1A7/NR0B2/LDLR/ADCY4/ADCY2/ADCY9/CA2/UGT2A3/PRKACA/ABCC4/SLC9A1/ABCB11/ADCY8/UGT2B15/SLC9A3/PRKACG/ATP1B2/ATP1A2/NCEH1/ATP1A4/SLCO1B3/ABCB4/ADCY7/ATP1A1/SLC4A2/GNAS/HMGCR/CYP3A4/SCARB1/SLC4A4/ADCY3/ABCG8/KCNN2/UGT2A1/ATP1A3/FXYD2/ADCY5/UGT2B11/RXRA/BAAT/ABCC3/NR1H4/ATP1B4/ATP1B3/SLC22A1/SLC5A1/UGT1A6/UGT1A4/AQP1/SLCO1A2/EPHX1/UGT2B28/UGT1A3/UGT1A10/SLC4A5/ATP1B1/SLC2A1/PRKACB",78
"hsa04925","Aldosterone synthesis and secretion","85/5851","98/8662",1.02186976691429e-05,7.19566627535481e-05,3.8320116259286e-05,"CREB5/ADCY1/CYP11B2/CALML5/CALML3/ATF6B/MC2R/DAGLA/PRKCB/ADCY6/CACNA1S/ITPR3/CAMK2B/KCNK3/ATP2B1/LDLR/ATP2B2/AGT/NPR1/CACNA1C/ADCY4/CACNA1I/PLCB2/ADCY2/ADCY9/PRKACA/PRKCE/CACNA1F/ADCY8/PLCB4/PRKACG/ATP1B2/ITPR2/ATP1A2/CREB3L1/CAMK1D/ATP1A4/CAMK1G/PLCB3/PRKD1/ADCY7/PRKD3/ATP1A1/DAGLB/GNAS/CALM1/STAR/AGTR1/PRKCG/SCARB1/ITPR1/ADCY3/CREB3L2/ATP1A3/CACNA1G/CACNA1H/ADCY5/CACNA1D/PDE2A/NR4A2/CYP11A1/GNAQ/PRKCA/ATF4/ATP1B4/ATP1B3/HSD3B2/KCNJ5/KCNK9/LIPE/PLCB1/CAMK1/NR4A1/HSD3B1/ATP2B3/CAMK2G/CREB3L3/CAMK2A/CAMK2D/ATF1/ORAI1/CREB1/ATP1B1/ATP2B4/PRKACB",85
"hsa04390","Hippo signaling pathway","130/5851","157/8662",1.09848558769593e-05,7.57730874778011e-05,4.03525317929118e-05,"BMP2/LATS2/BMP6/ID1/WNT7A/YWHAZ/GDF7/BMP5/WNT8B/SERPINE1/TCF7L1/LATS1/SCRIB/SOX2/CTNNA3/PPP2CB/YWHAG/NKD1/FZD1/GDF6/CDH1/TCF7L2/FZD9/FRMD1/DLG4/BMP8A/WNT3A/MYC/CTNNA2/FZD7/CCND1/FZD10/FZD5/FZD4/FZD2/BIRC3/WNT9A/WNT6/SMAD2/DLG5/BMP4/ITGB2/PARD6G/PPP2R2D/FRMD6/STK3/WTIP/CTNNA1/TGFBR2/FGF1/CSNK1E/MOB1B/SMAD4/AMOT/APC2/FZD3/NF2/TGFB2/PARD3/PPP2R2B/GSK3B/RASSF6/WNT2/LIMD1/AJUBA/CRB1/TCF7/APC/DVL3/WWC1/DLG1/PPP2R1A/CTNNB1/DLG2/AXIN2/PRKCZ/PRKCI/BIRC2/BMP8B/TP53BP2/DVL1/YWHAH/BMP7/AXIN1/GDF5/YWHAE/WNT3/WNT9B/SNAI2/SAV1/ACTG1/PARD6B/PPP2R1B/NKD2/WNT16/TEAD2/FZD8/ACTB/WNT7B/YWHAB/LEF1/TEAD3/SMAD1/CCND2/TGFB1/BIRC5/WNT10A/WNT5A/GLI2/TEAD1/LLGL2/DLG3/WNT8A/DVL2/PARD6A/TGFBR1/FZD6/SMAD3/RASSF1/WNT11/WNT1/BMPR1B/WNT5B/ID2/WNT4/BMPR2/TEAD4/YAP1/LLGL1/YWHAQ",130
"hsa04520","Adherens junction","81/5851","93/8662",1.16324531079821e-05,7.86353830099589e-05,4.18768311887355e-05,"SNAI1/CREBBP/CSNK2A3/TCF7L1/ARHGAP29/ROCK1/EP300/CTNNA3/WASL/ERBB2/PDCD10/CDH1/TCF7L2/PTPRB/CTNND1/NECTIN4/CTNNA2/EGFR/RAC1/WASF3/ACTN4/PTPRM/RADIL/TJP1/LMO7/MYL9/INSR/IGF1R/CSNK2A1/CTNNA1/TGFBR2/PTPRF/RAP1B/RAC2/SMAD4/ACTN1/FARP2/IQGAP1/SMURF2/PTPN6/PARD3/SMURF1/RASIP1/BAIAP2/MAP3K7/TCF7/CDH5/CTNNB1/PTPRJ/SSX2IP/ROCK2/YES1/SRC/MAPK1/MYL12B/SNAI2/ACTG1/VCL/WASF1/CSNK2B/PTPN1/CCM2/ACTB/MYL7/LEF1/CSNK2A2/WAS/FER/KRIT1/RHOA/FGFR1/SORBS1/TGFBR1/SMAD3/FYN/MYL10/NLK/RAC3/ACP1/WASF2/CDC42",81
"hsa04070","Phosphatidylinositol signaling system","84/5851","97/8662",1.32276052267412e-05,8.76653052282067e-05,4.66856655061456e-05,"PTEN/SYNJ1/DGKK/MTMR6/CALML5/CALML3/PIK3C2G/PI4K2B/IPMK/PIP5K1C/PRKCB/PI4K2A/PIK3CA/CDS1/ITPR3/ITPKC/INPP5D/PLCB2/PIK3C3/PLCB4/PI4KA/PIP5K1A/PIKFYVE/ITPR2/ITPKA/SYNJ2/MTMR2/PIP4K2C/PLCE1/OCRL/PLCB3/DGKB/CALM1/PIP5K1B/INPP5F/DGKQ/PRKCG/MTMR4/PIK3R1/PLCD4/MTMR7/PPIP5K2/PLCG2/ITPR1/INPPL1/INPP4B/DGKI/DGKZ/PIK3R3/PIK3C2B/SACM1L/PIK3CD/INPP4A/INPP5B/IMPA2/DGKH/MTMR3/PIP4K2A/MTMR8/ITPK1/PIP4K2B/CDS2/INPP5A/IP6K1/PRKCA/PLCG1/DGKG/CDIPT/PIK3CB/PIK3R2/PLCZ1/PLCB1/PLCD1/DGKA/DGKE/IP6K2/PPIP5K1/MTMR14/IPPK/PIK3C2A/IP6K3/DGKD/ITPKB/INPP1",84
"hsa04668","TNF signaling pathway","97/5851","114/8662",1.49349880022032e-05,9.70774220143209e-05,5.16980353922419e-05,"LIF/EDN1/RPS6KA5/MMP9/CREB5/CX3CL1/AKT3/VEGFD/CSF2/TNF/ATF6B/CEBPB/VEGFC/VCAM1/ICAM1/CYLD/IFNB1/MAPK8/JUNB/MAP2K1/CXCL2/CXCL10/CXCL1/CXCL5/CXCL3/MAP3K5/PIK3CA/FADD/SOCS3/CASP8/BIRC3/MAP2K3/JUN/RIPK3/JAG1/TAB1/MAPK12/TNFRSF1B/MAP3K8/RPS6KA4/MAP2K4/CREB3L1/SELE/ITCH/IKBKB/MAPK9/XIAP/DAB2IP/PIK3R1/TRAF3/CHUK/MMP3/PTGS2/NOD2/MAP3K7/CREB3L2/TNFAIP3/CFLAR/RELA/PIK3R3/CASP10/BIRC2/MAP2K6/PIK3CD/MAPK1/FOS/MAP3K14/MAPK11/MLKL/ATF4/IL1B/MAPK10/MMP14/CSF1/PIK3CB/TAB3/PIK3R2/RIPK1/MAPK13/CASP7/FAS/IRF1/BAG4/NFKB1/CASP3/CREB3L3/TAB2/AKT1/MAPK14/TRAF5/CCL2/IL18R1/AKT2/TNFRSF1A/BCL3/DNM1L/CREB1",97
"hsa04936","Alcoholic liver disease","118/5851","142/8662",1.99682653378831e-05,0.000127344786494424,6.78167502041312e-05,"ADIPOR2/IFNA16/IFNA7/LBP/IFNA10/AKT3/TCF7L1/TNF/MLYCD/CAMKK2/IFNB1/IFNA21/CPT1C/MAPK8/CXCL2/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/TCF7L2/CXCL1/CXCL3/IFNA6/IFNA13/TLR4/PRKAB1/IL12B/MAP3K5/SCD/C5/FASN/FADD/TICAM1/CCND1/C3AR1/CASP8/PRKAB2/MAP2K3/ACADM/FASLG/TAB1/PPARGC1A/MAPK12/ACACA/FOXO3/CPT1B/C2/LPIN2/IL17RA/MAP2K4/CYP2E1/IKBKB/CPT1A/MAPK9/LY96/LPIN1/GSK3B/CD14/ACADVL/TRAF3/CHUK/MAP3K7/TCF7/C3/ADH5/ADH1B/ACACB/IKBKE/IRAK4/IL17RC/CTNNB1/TRAF6/RELA/IL12A/SREBF1/MAP2K6/PRKAG3/FOXO1/SCD5/MAP3K14/MAPK11/LPIN3/NOX4/FABP1/C4B/C5AR1/IL1B/MAPK10/TAB3/RIPK1/MAPK13/LEF1/ALDH1B1/FAS/IFNA4/TRA2A/NFKB1/CASP3/TBK1/IL17A/TAB2/AKT1/MAPK14/TRA2B/ADH4/ADH6/ADH1A/ADH1C/ACOX3/AKT2/PRKAG2/TNFRSF1A/PRKAA2/ALDH9A1/ALDH2/ADIPOR1/C1QB",118
"hsa04911","Insulin secretion","75/5851","86/8662",2.23040425365792e-05,0.000139606784765996,7.43468084552641e-05,"PDX1/CREB5/ADCY1/PCLO/ATF6B/GIP/GPR119/STX1A/KCNMB4/CCKAR/PRKCB/KCNJ11/RIMS2/GLP1R/ADCY6/FFAR1/CACNA1S/ITPR3/CAMK2B/RYR2/CACNA1C/ADCY4/PLCB2/ADCY2/ADCY9/ADCYAP1/PRKACA/CACNA1F/ADCY8/PLCB4/PRKACG/ATP1B2/ATP1A2/CREB3L1/ATP1A4/KCNU1/PLCB3/ADCY7/ATP1A1/GNAS/CHRM3/GCK/PRKCG/KCNMA1/ABCC8/KCNN1/ADCY3/KCNN2/CREB3L2/ATP1A3/KCNMB3/FXYD2/ADCY5/CACNA1D/GNAQ/PRKCA/ATF4/ATP1B4/ATP1B3/SLC2A2/KCNMB1/SNAP25/PLCB1/CAMK2G/CREB3L3/CAMK2A/CAMK2D/ADCYAP1R1/KCNMB2/TRPM4/CREB1/ATP1B1/SLC2A1/KCNN3/PRKACB",75
"hsa05221","Acute myeloid leukemia","60/5851","67/8662",2.41236402531313e-05,0.000148250734646516,7.89500953738844e-05,"RUNX1/FLT3/AKT3/CSF2/TCF7L1/DUSP6/PIM2/IL3/BCL2A1/MAP2K1/TCF7L2/EIF4EBP1/CEBPE/PIK3CA/MYC/RUNX1T1/CCND1/MPO/NRAS/CEBPA/STAT3/HRAS/RARA/CCNA1/ITGAM/IKBKB/BAD/KIT/PIM1/CD14/ZBTB16/PIK3R1/CHUK/MAP2K2/TCF7/BRAF/STAT5B/RELA/SOS1/RAF1/PIK3R3/JUP/PIK3CD/MTOR/PER2/MAPK1/PML/CCNA2/PIK3CB/SOS2/PIK3R2/LEF1/PPARD/RPS6KB2/NFKB1/AKT1/FCGR1A/AKT2/KRAS/RPS6KB1",60
"hsa04012","ErbB signaling pathway","74/5851","85/8662",2.90277911836851e-05,0.000175203453930099,9.33036145189877e-05,"SHC4/CRK/AKT3/NRG3/MAPK8/MAP2K1/ERBB2/PRKCB/EIF4EBP1/EREG/EGF/PIK3CA/MYC/EGFR/HBEGF/CAMK2B/NRAS/CBL/ERBB4/JUN/HRAS/ELK1/NRG2/NCK1/NCK2/MAP2K4/MAPK9/BAD/SHC3/PAK2/PTK2/GSK3B/NRG4/PAK3/PRKCG/SHC2/PIK3R1/MAP2K2/PLCG2/ERBB3/BRAF/STAT5B/SOS1/RAF1/PIK3R3/PIK3CD/MTOR/ABL2/SRC/MAPK1/BTC/CRKL/CBLB/PRKCA/PLCG1/MAPK10/PAK1/PIK3CB/SOS2/PIK3R2/RPS6KB2/BUB1B-PAK6/PAK6/CAMK2G/NRG1/CAMK2A/AKT1/CDKN1B/CAMK2D/GAB1/AKT2/SHC1/KRAS/RPS6KB1",74
"hsa05033","Nicotine addiction","38/5851","40/8662",2.96817668132809e-05,0.000176007669875244,9.37318951998343e-05,"GABRG3/GRIN3A/GRIN3B/GABRA4/GABRG1/SLC17A6/SLC32A1/GRIA3/GABRQ/GABRG2/GABRA2/GRIN2D/GABRA3/GRIA2/GABRR2/GABRP/CHRNA4/GABRA6/SLC17A8/GABRB2/CACNA1A/GRIN2A/CHRNA6/GABRB3/GABRA5/GRIN2B/GRIA1/GABRR1/GABRR3/GABRB1/GABRA1/GABRE/SLC17A7/CACNA1B/GABRD/GRIN2C/GRIA4/CHRNB2",38
"hsa05145","Toxoplasmosis","94/5851","111/8662",3.05004546811713e-05,0.0001762165848908,9.3843151716994e-05,"ALOX5/AKT3/LAMA1/JAK2/LAMA4/HSPA1A/HSPA1B/HSPA1L/TNF/HLA-DQB1/HLA-DQA2/HLA-DQA1/LAMB4/GNAI1/PIK3R6/LAMC1/MAPK8/CD40LG/IRAK1/HLA-DRB5/LAMB2/LAMA2/TLR4/HSPA6/IL12B/PIK3CG/IRGM/CCR5/IFNG/LDLR/CASP8/BIRC3/MAP2K3/STAT3/TAB1/LAMA5/MAPK12/GNAI2/HLA-DOA/HLA-DMB/LAMC2/CD40/IKBKB/LAMB1/TGFB2/MAPK9/XIAP/BAD/LY96/ITGB1/IFNGR1/CHUK/PIK3R5/MAP3K7/NOS2/TYK2/IRAK4/TRAF6/RELA/IL12A/ITGA6/BIRC2/MAP2K6/JAK1/GNAI3/NFKBIB/MAPK1/BIRC7/IL10RB/IFNGR2/LAMA3/BCL2L1/MAPK11/CYCS/HLA-DMA/HLA-DOB/HSPA8/LAMC3/MAPK10/MAPK13/LAMB3/TGFB1/NFKB1/CASP3/CIITA/TAB2/AKT1/MAPK14/TLR2/AKT2/TNFRSF1A/IL10RA/STAT1/IL10",94
"hsa05225","Hepatocellular carcinoma","137/5851","168/8662",3.08534712185566e-05,0.0001762165848908,9.3843151716994e-05,"PTEN/CSNK1A1L/SHC4/GADD45G/LRP6/WNT7A/FRAT1/E2F1/FRAT2/E2F2/AKT3/WNT8B/SMARCB1/TCF7L1/GSTA3/FZD1/ACTL6A/MAP2K1/CDKN2A/TCF7L2/PRKCB/FZD9/WNT3A/GSTA2/PIK3CA/MYC/SMARCC2/EGFR/FZD7/ARID1B/CCND1/NRAS/ARID1A/FZD10/SMARCA4/FZD5/FZD4/FZD2/TP53/WNT9A/WNT6/SMAD2/RB1/HRAS/GSTO1/ELK1/IGF1R/HGF/TGFBR2/GSTA4/SMAD4/APC2/FZD3/TGFB2/BAD/KEAP1/SHC3/GSK3B/SMARCA2/PRKCG/SHC2/PIK3R1/WNT2/MAP2K2/DPF1/PLCG2/TERT/TCF7/BRAF/POLK/APC/DVL3/TXNRD1/CTNNB1/LRP5/SOS1/DDB2/RAF1/PIK3R3/ARID2/AXIN2/PBRM1/NFE2L2/GADD45A/DVL1/PIK3CD/MTOR/GSTM2/MAPK1/AXIN1/TXNRD2/BCL2L1/WNT3/WNT9B/SMARCC1/GSTT1/ACTG1/SMARCE1/PRKCA/PLCG1/WNT16/FZD8/GSTA1/PIK3CB/SOS2/PIK3R2/ACTB/SMARCD3/WNT7B/CDK4/LEF1/ACTL6B/RPS6KB2/TGFB1/WNT10A/WNT5A/WNT8A/DVL2/TGFBR1/FZD6/AKT1/SMAD3/BAX/WNT11/CSNK1A1/GAB1/WNT1/SMARCD2/GSTA5/WNT5B/AKT2/WNT4/SHC1/KRAS/SMARCD1/RPS6KB1/GSTM4",137
"hsa04750","Inflammatory mediator regulation of TRP channels","84/5851","98/8662",3.12810505723313e-05,0.0001762165848908,9.3843151716994e-05,"PTGER2/BDKRB1/ADCY1/CALML5/CALML3/PTGER4/BDKRB2/PLA2G4A/MAPK8/ASIC5/TRPM8/HTR2B/ASIC2/PLA2G4D/PRKCB/F2RL1/PIK3CA/ADCY6/NGF/ITPR3/CAMK2B/HRH1/MAP2K3/ADCY4/HTR2A/PLCB2/ADCY2/ADCY9/TRPA1/MAPK12/PRKACA/PRKCE/ADCY8/PLCB4/PRKACG/ITPR2/PRKCQ/PLCB3/ADCY7/MAPK9/GNAS/PRKCH/CALM1/IL1R1/PRKCG/PIK3R1/PLCG2/ITPR1/ADCY3/TRPV1/PRKCD/ADCY5/ASIC1/PIK3R3/IL1RAP/MAP2K6/PIK3CD/NTRK1/SRC/GNAQ/MAPK11/PRKCA/PLCG1/IL1B/MAPK10/PIK3CB/PIK3R2/MAPK13/TRPV4/PLCB1/HTR2C/PLA2G4E/P2RY2/PLA2G4F/CAMK2G/KNG1/CAMK2A/MAPK14/CAMK2D/PLA2G4C/ASIC4/TRPV3/CYP2J2/PRKACB",84
"hsa04371","Apelin signaling pathway","115/5851","139/8662",3.80703985295395e-05,0.000210947454147285,0.000112338880906838,"ADCY1/AKT3/SERPINE1/GNG11/CALML5/CALML3/GNAI1/APLN/PLIN1/KLF2/PIK3R6/GNG10/RRAS/UCP1/MAP2K1/EGR1/CDH1/GNG3/PRKAB1/GNG8/ADCY6/PIK3CG/RYR1/APLNR/ITPR3/CCND1/GNG13/NRAS/MAP1LC3C/PRKAB2/GNG12/SLC8A1/GNB1/RYR2/ADCY4/SMAD2/JAG1/HRAS/PLCB2/ADCY2/PPARGC1A/ADCY9/GNAI2/PDE3B/PIK3C3/PRKACA/PRKCE/SLC9A1/ADCY8/GNA13/PLCB4/PRKACG/SMAD4/NOS3/ITPR2/PLCB3/GNB4/GNB2/ADCY7/PIK3R4/GNB3/NOTCH3/CALM1/GNG2/AGTR1/SLC8A3/MAP2K2/PIK3R5/RYR3/ITPR1/SLC8A2/ADCY3/NRF1/MYLK/NOS2/MEF2C/MYLK3/RAF1/ADCY5/MTOR/PRKAG3/GNAI3/MEF2D/MAPK1/GNAQ/TFAM/MYLK2/RRAS2/BECN1/MEF2B/BORCS8-MEF2B/MAP1LC3B2/PLAT/GNB5/ADCY10/SPHK2/LIPE/PLCB1/RPS6KB2/SPP1/MEF2A/MYLK4/ACTA2/HDAC5/TGFBR1/AKT1/SMAD3/NOS1/HDAC4/AKT2/PRKAG2/PRKAA2/KRAS/RPS6KB1/PRKACB",115
"hsa04917","Prolactin signaling pathway","62/5851","70/8662",4.00350773602987e-05,0.000214791367425095,0.000114385935315139,"SHC4/SOCS4/SOCS6/AKT3/JAK2/MAPK8/MAP2K1/CSN2/PIK3CA/SOCS3/CCND1/NRAS/STAT3/HRAS/TNFSF11/MAPK12/PRLR/FOXO3/MAPK9/SHC3/GSK3B/GCK/PRL/ESR1/SHC2/PIK3R1/MAP2K2/STAT5B/TH/RELA/SOS1/RAF1/PIK3R3/SOCS5/PIK3CD/SRC/MAPK1/FOS/MAPK11/SOCS7/LHCGR/TNFRSF11A/SLC2A2/GALT/MAPK10/ELF5/PIK3CB/SOS2/PIK3R2/ESR2/MAPK13/CCND2/CISH/IRF1/NFKB1/CGA/AKT1/MAPK14/AKT2/SHC1/KRAS/STAT1",62
"hsa05230","Central carbon metabolism in cancer","62/5851","70/8662",4.00350773602987e-05,0.000214791367425095,0.000114385935315139,"PTEN/FLT3/LDHAL6B/PGAM1/AKT3/PDHA2/HKDC1/PGAM4/PGAM2/MAP2K1/ERBB2/PIK3CA/MYC/EGFR/NRAS/GLS2/TP53/HRAS/PDGFRA/SCO2/RET/HIF1A/PDK1/PFKP/KIT/LDHB/HK1/GCK/PKM/IDH1/HK3/PIK3R1/NTRK3/MAP2K2/SIRT6/FGFR3/SLC1A5/RAF1/LDHC/PIK3R3/PIK3CD/MTOR/NTRK1/MAPK1/PFKL/SLC7A5/HK2/SLC2A2/PDGFRB/PIK3CB/PIK3R2/PDHA1/G6PD/SIRT3/FGFR1/FGFR2/AKT1/AKT2/PFKM/KRAS/SLC2A1/GLS",62
"hsa04540","Gap junction","76/5851","88/8662",4.24732762954434e-05,0.000224311990435311,0.000119456089580935,"TUBAL3/TUBB1/TUBB6/ADCY1/TUBB4B/TUBA3E/GNAI1/DRD1/TUBB2B/TUBB2A/ADRB1/MAP2K1/TUBA3D/HTR2B/PRKCB/EGF/GJD2/ADCY6/GRM5/EGFR/ITPR3/NRAS/ADCY4/HTR2A/HRAS/PLCB2/ADCY2/ADCY9/MAP2K5/TJP1/GNAI2/PRKACA/PDGFRA/TUBA3C/ADCY8/PDGFD/PLCB4/PRKACG/TUBB4A/GUCY1A2/ITPR2/PLCB3/ADCY7/GNAS/PRKCG/MAP2K2/PDGFA/ITPR1/GRM1/ADCY3/TUBA4A/PDGFC/SOS1/RAF1/ADCY5/DRD2/GNAI3/SRC/MAPK1/GNAQ/TUBA8/PRKG1/PRKCA/TUBB8/PDGFRB/SOS2/LPAR1/PLCB1/TUBA1B/HTR2C/TUBB3/TUBA1A/GJA1/PRKG2/KRAS/PRKACB",76
"hsa04910","Insulin signaling pathway","113/5851","137/8662",5.8122626527723e-05,0.00029765829949046,0.000158516254166517,"IRS2/PPP1R3D/SHC4/PPP1R3B/SOCS4/CRK/GYS2/AKT3/PHKG2/CALML5/CALML3/HKDC1/IRS4/PPP1R3A/PCK1/FBP2/MAPK8/MAP2K1/EIF4EBP1/PRKAB1/PPP1R3C/PIK3CA/FASN/SH2B2/SOCS3/IRS1/RPTOR/NRAS/CBL/FLOT2/PRKAB2/SLC2A4/HRAS/PPARGC1A/INSR/ACACA/ELK1/PDE3B/PYGL/PRKACA/PRKACG/PTPRF/TRIP10/PYGM/PYGB/IKBKB/PHKA2/EXOC7/RHOQ/MAPK9/BAD/SHC3/HK1/GSK3B/GCK/CALM1/MKNK2/SHC2/HK3/PIK3R1/MAP2K2/PHKB/INPPL1/BRAF/ACACB/SOS1/RAF1/PIK3R3/PRKCZ/PRKCI/SREBF1/PRKAR1A/PIK3CD/MTOR/PRKAG3/PCK2/FOXO1/MAPK1/PHKA1/INPP5A/PKLR/CRKL/G6PC2/CBLB/PPP1R3F/HK2/PTPN1/MAPK10/PIK3CB/SOS2/PIK3R2/FBP1/LIPE/RPS6KB2/MKNK1/SORBS1/RAPGEF1/TSC1/AKT1/PRKAR1B/G6PC3/PRKAR2B/TSC2/AKT2/PRKAG2/SHC1/GYS1/PRKAA2/KRAS/EIF4E2/PRKAR2A/RPS6KB1/PRKACB",113
"hsa04915","Estrogen signaling pathway","113/5851","137/8662",5.8122626527723e-05,0.00029765829949046,0.000158516254166517,"TFF1/SHC4/KRT31/KRT33A/KRT37/KRT34/KRT20/MMP9/CREB5/ADCY1/AKT3/CALML5/CALML3/HSPA1A/HSPA1B/HSPA1L/ATF6B/GNAI1/KCNJ3/KCNJ9/MAP2K1/KRT24/KRT25/KRT27/KRT28/HSPA6/PIK3CA/KRT38/KRT32/KRT14/ADCY6/EGFR/HBEGF/ITPR3/NRAS/KRT26/NCOA1/FKBP4/JUN/ADCY4/HRAS/PLCB2/ADCY2/ADCY9/KRT33B/KRT12/KRT39/GABBR2/GNAI2/PRKACA/RARA/ADCY8/GABBR1/PLCB4/PRKACG/NOS3/ITPR2/CREB3L1/PLCB3/ADCY7/GNAS/CTSD/KRT10/SHC3/CALM1/ESR1/SP1/HSP90AA1/SHC2/PIK3R1/MAP2K2/KRT16/ITPR1/GRM1/ADCY3/CREB3L2/PRKCD/SOS1/RAF1/ADCY5/PIK3R3/PIK3CD/GNAI3/NCOA3/SRC/MAPK1/FOS/GNAQ/MMP2/NCOA2/ATF4/HSPA8/KCNJ5/PIK3CB/SOS2/PIK3R2/ESR2/PLCB1/HSP90B1/CREB3L3/KRT36/KRT13/KRT35/AKT1/KRT17/PGR/KRT18/HSP90AB1/AKT2/SHC1/KRAS/CREB1/PRKACB",113
"hsa05032","Morphine addiction","78/5851","91/8662",6.02311673645529e-05,0.000303852754764461,0.000161815076501784,"GABRG3/ADCY1/GABRA4/GABRG1/GNG11/GNAI1/KCNJ3/DRD1/SLC32A1/KCNJ9/GABRQ/GABRG2/GABRA2/GNG10/PDE3A/PDE10A/PRKCB/GNG3/GABRA3/GRK5/GNG8/ADCY6/GABRR2/GABRP/GNG13/GNG12/GNB1/ADCY4/ADCY2/ADCY9/GABBR2/GNAI2/PDE3B/PRKACA/PDE1C/ADCY8/GABBR1/PDE7A/PRKACG/GABRA6/PDE4C/GABRB2/GNB4/GNB2/ADCY7/GNB3/GNAS/CACNA1A/GNG2/PRKCG/GABRB3/GABRA5/PDE8B/ADCY3/GABRR1/PDE4D/GABRR3/ADCY5/PDE11A/PDE1A/PDE4B/PDE2A/ADORA1/GNAI3/GABRB1/PDE4A/PRKCA/GABRA1/PDE1B/KCNJ5/GABRE/GNB5/CACNA1B/GRK4/ARRB2/ARRB1/GABRD/PRKACB",78
"hsa04380","Osteoclast differentiation","111/5851","135/8662",8.82193092642937e-05,0.000438501860754872,0.000233521700993719,"LILRA6/LILRA2/LILRB2/LILRB5/LILRA1/LILRA4/AKT3/TNF/JUND/CYLD/IFNB1/MAPK8/BTK/JUNB/MAP2K1/NFKB2/NOX1/PIK3CA/RAC1/ITGB3/SOCS3/ITPR3/IFNG/IL1A/FOSL2/NCF2/JUN/NCF4/SIRPG/NFATC2/TAB1/SIRPB1/NFATC1/TNFSF11/MAPK12/IFNAR2/ATP2A3/LILRB4/LOC102725035/LILRB3/LILRB1/TNFRSF11B/LILRA3/OSCAR/TGFBR2/CALCR/ITPR2/IKBKB/TGFB2/MAPK9/BLNK/IL1R1/IFNGR1/PIK3R1/CHUK/PLCG2/ITPR1/MAP3K7/TYK2/RELB/STAT2/TRAF6/RELA/PIK3R3/MAP2K6/MITF/LCK/PIK3CD/JAK1/FCGR3A/FCGR3B/IRF9/SQSTM1/MAPK1/FOS/SIRPA/IFNGR2/MAP3K14/SYK/MAPK11/LILRA5/TREM2/IL1B/ATP2A1/TNFRSF11A/PPP3CB/MAPK10/CSF1/PIK3CB/PIK3R2/LCP2/MAPK13/TGFB1/NFKB1/TEC/TAB2/TGFBR1/AKT1/MAPK14/ATP2A2/FYN/ACP5/FCGR1A/AKT2/GAB2/TNFRSF1A/FOSB/CREB1/FCGR2B/STAT1/FCGR2A",111
